0.1359125786598099,0.1290616743212384,0.1334703910587297,0.1487977406572787,0.1684433604032791,0.1599526867660816,0.1654166332944453,0.1844125959780587,0.1727872445699631,0.1640776100744165,0.1696824630223347,0.189168301123624,0.2376745783736176,0.2256941876238876,0.2334038485109398,0.260207264275263,0.4014393482297406,0.3812041161446794,0.3942259599731152,0.4394977169628185,0.4687681135684313,0.4451390607265435,0.4603449073720128,0.5132095710268734
0.2821054714947889,0.2468147052494972,0.2773251040048157,0.3176293148101393,0.3366196417589859,0.2935376931288695,0.3309288277897372,0.3794129246485329,0.3386395128593639,0.2947823093612764,0.3329216323552465,0.3819048703432832,0.4319908813361271,0.3733685485953225,0.4247334343064417,0.4882976122124429,0.6894082928800753,0.5924216643678727,0.6778732626814297,0.7806973561137003,0.6734434618856306,0.5668234734786735,0.6623383339980675,0.7675678978729773
0.2365283134405675,0.1515185380130677,0.2358916636946229,0.2887135981726908,0.2611848061220775,0.1594553603106596,0.2609423642987873,0.3219908120888918,0.2460344169383053,0.1438173969272602,0.2461648363804541,0.3059033724036497,0.2703104499873066,0.1383841741361561,0.2716420014527938,0.3440198219155224,0.468113442388823,0.2509418415367025,0.4700694320366032,0.5911068442891908,0.04867267229730906,-0.1594216618573723,0.05962477091886742,0.1365863261623534
0.1114430913765176,-0.02963830070893184,0.1218363367132432,0.1752130322277451,0.1066859203649741,-0.05881553856611466,0.1197752062209659,0.1795708408335081,0.07139847261773745,-0.0916220642949392,0.08531460265937744,0.1405775235530591,0.05477423095941716,-0.1494123635264886,0.07380211049136304,0.1385430519723941,0.1155727663484817,-0.2235678002865365,0.1464292885729541,0.2565765798237761,-0.9333503223817099,-1.169904193598509,-0.8820985827949089,-0.913314548539547
-0.004077747394248901,-0.1961788644361622,0.01996835693808282,0.06702961584178675,-0.01569371920221885,-0.2378392704715459,0.01298403755595151,0.06534355583973235,-0.06883801996358285,-0.2815741779504415,-0.03931548564574241,0.004289008897062049,-0.1007411094927143,-0.3621934251542559,-0.06302871779152396,-0.01279274298852137,-0.570435627672189,-0.9867170503357791,-0.5009093729809265,-0.4615040320377763,-1.810542950963046,-1.929128859379232,-1.727562182478128,-1.916652225377041
-0.0647976588201746,-0.2980003101256699,-0.03128404814065907,0.009257750240708318,-0.0631524253401521,-0.3313554723897343,-0.02462049964408337,0.02215737840474024,-0.1339815127910561,-0.3809012074488946,-0.09540859637995959,-0.06266407503164893,-0.2085843511976796,-0.5064243824014684,-0.1605805550799948,-0.1276542949591719,-1.46462401263479,-1.844334415120881,-1.365427339688217,-1.4605954639556,-1.315485493086243,-1.18799310621858,-1.260095689202555,-1.503902605504255
-0.07422432363223765,-0.3426656728426326,-0.04041021526621611,-0.00195587004741939,-0.05604877338770781,-0.3664221230305618,-0.01845931122992648,0.02887520648942237,-0.15003920444183,-0.4211349976576043,-0.1140983468644204,-0.08774726633354799,-0.3325418551336384,-0.6459918694482132,-0.2877162456590269,-0.2767492960303873,-2.092933129387128,-2.280867733949419,-2.001184258532375,-2.250512949728188,0.8298226384349722,1.14642199555585,0.7786139628970664,0.7043216333610537
-0.06143918798914814,-0.3682532117469086,-0.03612874264663361,0.005558796846367483,-0.04071171880048692,-0.4000690268545539,-0.01330999209565576,0.03990314243938711,-0.1669669720138017,-0.4609729501944422,-0.1435800087004302,-0.1208217681550432,-0.5079472485897578,-0.8150802530740615,-0.4779619761701284,-0.4977419741433114,-1.967634763831115,-1.834822768450967,-1.941051626071865,-2.290547379570052,3.025563737360729,3.250148495211629,2.850177810569166,3.091477534840111
-0.05262110210757916,-0.4066499704330542,-0.03882834478405713,0.008889489329052896,-0.05170109003194745,-0.4712499726658493,-0.03627785388319014,0.023416916303139,-0.2173376429263054,-0.5344201607038017,-0.2087801248085131,-0.1921066701503941,-0.7050303344246484,-0.974032064391205,-0.6950004254976088,-0.7564295461020254,-0.9021296510157928,-0.4166494296944334,-0.9920728173164374,-1.322938245159906,3.011598381205817,2.834734729655177,2.813567000843828,3.253733828280725
-0.05933977481848096,-0.467304829188318,-0.05277185402608068,2.743662319895651e-05,-0.09970190722965563,-0.5841897215176493,-0.0899268850825365,-0.02860738720985517,-0.3041880711212712,-0.634687461333881,-0.3047614471073685,-0.3019675027287496,-0.8510412910686904,-1.034375919296136,-0.8604728183437012,-0.9711375116525448,0.8587800947544688,1.591737600233229,0.6411946102536538,0.4706299904251252,0.02710681382598844,-0.582734042769153,-0.01691848361718905,0.2662637340040786
-0.08207516354138632,-0.5447785182162296,-0.07497536952827762,-0.01992184471090368,-0.1793992095864503,-0.722561978934155,-0.1664218321826186,-0.1107375875653855,-0.4111817150497914,-0.7318966987472303,-0.4132162206675595,-0.4334003222422955,-0.8755870114543246,-0.9188196036429686,-0.904137821837627,-1.061304172882931,2.706868665709176,3.454660526240896,2.411427930872097,2.509209681657709,-4.014095985279316,-4.673321410437699,-3.798031000808884,-3.998866261664906
-0.1167897932903321,-0.6333906922494549,-0.1045433929422967,-0.04823872069896123,-0.2798240604145905,-0.8702438257023808,-0.2603400217335431,-0.2150476542254268,-0.5156587389794182,-0.7976467858456192,-0.5176463369577331,-0.5654992502854637,-0.7409994367348472,-0.6048518293793614,-0.7938527198028756,-0.9794246749342344,3.877320503427967,4.342925533858531,3.606570727459536,3.997158190340398,-5.619276905238113,-5.75976800270548,-5.247152992533112,-5.905304763442042
-0.1590357616428642,-0.7337314989721001,-0.1441923711225019,-0.08345765735545256,-0.3901894252336841,-1.019524588216774,-0.3704054249807119,-0.3349914353877179,-0.5966074277516961,-0.8156707555101489,-0.6066413699563862,-0.6793020745109044,-0.4500114027777213,-0.1291457305246591,-0.5365988824676884,-0.7182984472103797,3.727399312739899,3.654315375374058,3.599587050528262,4.198553267060587,-2.637059803329862,-1.992575274761296,-2.408310652536922,-3.06218034160948
-0.2067562169848179,-0.8496756239319785,-0.1967743181463248,-0.1257179953120421,-0.5033248085678467,-1.166833252635047,-0.4949835753831805,-0.4657420085405374,-0.639520895391918,-0.7786715350376693,-0.6703531583664316,-0.7595812437158983,-0.04129736493449948,0.4337684587781037,-0.1661650171743632,-0.3060903852847722,2.020544790559395,1.306255623917948,2.118872835662023,2.744998821001803,3.325800001737936,4.383990887610766,3.13343534827438,3.064994807913014
-0.2618876651475999,-0.9838551827708996,-0.2625769918344535,-0.1769894238863397,-0.6172747340311295,-1.307188473129133,-0.6290639256280499,-0.6044042192055407,-0.6387387292458822,-0.6832857392509362,-0.6983115008174197,-0.7961316459262558,0.4203408406248418,0.9936621084194861,0.2674215966430409,0.2012338613259157,-0.8802774379293365,-2.111739409308944,-0.5507125670086507,-0.1229812800919628,7.524051038258679,8.173228275347471,6.930406246517545,7.634844926097682
